quoteGroupId,mark,spot,strikePrice,daysToExpiration,vol,symbol,delta,gamma,theta,bid,openInterest,ask,expirationDate,putCall
2021-10-14T06:30:10.0,0.8,3298.75,3390,1,19.831,AMZN_101521C3390,0.032,0.001,-0.746,0.55,6026,1.05,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.69,3298.75,3395,1,20.172,AMZN_101521C3395,0.028,0.001,-0.686,0.45,605,0.93,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.66,3298.75,3400,1,20.45,AMZN_101521C3400,0.025,0.001,-0.621,0.5,13413,0.82,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.56,3298.75,3405,1,20.874,AMZN_101521C3405,0.022,0.001,-0.583,0.33,599,0.78,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.49,3298.75,3410,1,21.259,AMZN_101521C3410,0.02,0.001,-0.543,0.24,784,0.74,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.45,3298.75,3415,1,21.6,AMZN_101521C3415,0.018,0.001,-0.501,0.2,356,0.7,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.46,3298.75,3420,1,21.89,AMZN_101521C3420,0.016,0.001,-0.457,0.25,1028,0.67,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.44,3298.75,3425,1,22.34,AMZN_101521C3425,0.015,0.001,-0.434,0.12,404,0.76,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.47,3298.75,3430,1,22.921,AMZN_101521C3430,0.014,0.001,-0.428,0.2,441,0.73,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.41,3298.75,3435,1,23.494,AMZN_101521C3435,0.013,0.001,-0.421,0.11,183,0.7,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.39,3298.75,3440,1,24.057,AMZN_101521C3440,0.013,0.0,-0.414,0.1,658,0.67,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.38,3298.75,3445,1,24.613,AMZN_101521C3445,0.012,0.0,-0.407,0.1,206,0.65,2021-10-15T20:00:00.0,CALL
2021-10-14T06:30:10.0,0.45,3298.75,3450,1,25.158,AMZN_101521C3450,0.012,0.0,-0.399,0.35,4582,0.55,2021-10-15T20:00:00.0,CALL
